put_avg,put_avg_expanding,rolling_avg_5,rolling_sr_5,venue_avg,venue_overall_avg,pvp_avg,career_avg,career_sr,career_matches,ball,is_boundary,is_six,is_four,put_wicket_rate,put_wicket_rate_expanding,venue_wicket_rate,venue_overall_wicket_rate,rolling_wicket_rate_5,career_wicket_rate,caught_rate,avg_over_dismissed,avg_ball_dismissed,team_wickets,avg_runs_conceded,target_runs,target_sr,target_wicket,target_wicket_prob,target_caught
-0.5020353043486598,-0.7491833616113093,-0.780673315880118,-0.20756356421654104,-0.7090977054163378,-0.004716624830652088,-0.523121856275231,0.11864023527464808,0.1150928167778205,-1.0004845564297142,-0.4245316923474386,-0.48959282828613937,0.24526819623729854,-0.7862882807089911,0.8737255644510775,0.724991717891205,0.7752164174265526,0.4502144574227343,0.909584021133898,-3.812872435676961,-2.2011270854998,0.3476244218129624,-1.1629242040683196,1.4754457445674556,-1.7227450662297727,3.0,100.0,1,1.0,1
-0.37485464042437255,-0.08411792259133581,-1.0637083935516223,-0.20756356421654104,0.003365976802524645,0.534424396400877,-0.716012027192192,-0.9568434807726549,-0.2539468435659182,-0.9680569065206879,-0.9242572990921331,-0.8157028940647404,-0.5453315124172423,-0.7862882807089911,-0.4176592248617318,-2.4799573831853885,-0.9436282289266672,0.4015020156136979,0.909584021133898,1.120821012515176,2.7055698747164305,0.9843479716005485,-0.09087889287233661,-0.670727193517872,-0.13062245649585028,8.0,100.0,1,1.0,1
-0.6009535985119944,-0.4448313810428468,-1.0232748110271217,-0.20756356421654104,-0.8250008881696456,0.19632898542935684,-1.093405839855811,-1.3029761709947754,-0.2539468435659182,-0.9356292566116614,-0.567310437131637,-0.48959282828613937,-0.5453315124172423,-0.35095071633234975,-1.7090440141745409,-2.4799573831853885,-0.2560903703853794,-0.22069616570852002,0.909584021133898,1.120821012515176,2.7055698747164305,0.825167084153652,-1.1629242040683196,0.6169765693333246,-0.35464486024815595,10.0,250.0,0,0.0,0
-0.6009535985119944,-0.48992056334928563,-0.9626244372403708,0.8614670784491819,-0.8250008881696456,0.19632898542935684,-0.48957573959402056,-1.253528643820187,-0.2539468435659182,-0.9032016067026348,-0.8528679267000339,-0.1634827625075384,-0.5453315124172423,0.08438684804429164,-1.7090440141745409,-1.4116410161598574,-0.2560903703853794,-0.22069616570852002,-0.0953659557420096,1.120821012515176,2.7055698747164305,0.9843479716005485,0.9811664183236465,-0.670727193517872,-0.811265138360801,4.0,80.0,1,1.0,0
-0.7140030775558054,-0.48992056334928563,-1.0232748110271217,0.5336310146983603,-0.8250008881696456,0.19632898542935684,3.7372349622385124,-1.179357353058304,1.1432532273986857,-0.8707739567936084,-0.7814785543079347,-0.8157028940647404,-0.5453315124172423,-0.7862882807089911,0.8737255644510775,-1.4116410161598574,-0.2560903703853794,-0.22069616570852002,0.10562403963317211,-0.1126023495328582,1.4788956346623727,0.9843479716005485,1.517189073921638,0.18774198171625903,-0.8604258322512405,7.0,175.0,0,0.0,0
-0.544428858990089,-0.4110144943130176,-1.0717951100565224,0.9612432717646494,-0.8250008881696456,0.19632898542935684,-0.8669695522576396,-1.253528643820187,0.7147785389695405,-0.8383463068845819,-0.8528679267000339,-0.48959282828613937,-0.5453315124172423,-0.35095071633234975,-3.00042880348735,0.724991717891205,-0.2560903703853794,-0.22069616570852002,-0.6983359418675542,0.1340823228767489,0.742891090629938,0.9843479716005485,0.9811664183236465,-0.24149260590080648,-1.0007726352811226,14.0,116.67,1,1.0,1
-0.7140030775558054,-1.0535353421797717,-0.8938873469487197,1.0562872227685833,-0.8250008881696456,0.19632898542935684,0.11425436066776985,-1.253528643820187,1.019057665535165,-0.8059186569755554,-0.28175294756324015,-0.48959282828613937,0.24526819623729854,-0.7862882807089911,0.8737255644510775,0.724991717891205,-0.2560903703853794,-0.22069616570852002,-0.6983359418675542,-0.5237434702155365,0.252221394608315,0.9843479716005485,-1.6989468596663113,0.18774198171625903,-0.5426253820570585,3.0,75.0,1,1.0,0
-0.7140030775558054,-0.7153664748814801,-0.974754511997721,0.9137498037464871,-0.1466263773488148,0.3575650445886858,0.26521188573321747,-1.1546335894710096,0.9259287363606487,-0.773491007066529,-0.8528679267000339,-0.8157028940647404,-0.5453315124172423,-0.7862882807089911,0.8737255644510775,0.724991717891205,0.7752164174265526,-0.03598925253651255,-0.6983359418675542,-0.2888056869682916,0.6026997489094742,0.9843479716005485,-1.6989468596663113,-0.24149260590080648,0.1281021966629707,16.0,177.78,1,1.0,0
-0.6292159682729471,-0.30956383412353017,-0.8777139139389194,0.5019877076754553,-0.2591206429623194,0.1399824398797791,0.5671269358641127,-1.2164429984392453,0.6620109496227771,-0.7410633571575025,-0.4959210647395378,-0.1634827625075384,-0.5453315124172423,0.08438684804429164,0.8737255644510775,-0.3433246491343262,0.7752164174265526,-0.24922609547954816,0.10562403963317211,-0.1126023495328582,0.252221394608315,0.5068053092598589,-1.6989468596663113,0.18774198171625903,-1.2582535144555786,4.0,80.0,1,1.0,0
-0.9259708507629508,-0.5124651545025052,-0.8777139139389194,0.5019877076754553,-1.1590747678703561,-0.15032883748940695,-0.7914907897249158,-1.121668571354617,0.882235554882187,-0.708635707248476,-0.7814785543079347,-0.8157028940647404,-0.5453315124172423,-0.7862882807089911,0.8737255644510775,0.724991717891205,0.7752164174265526,-0.6408229528263059,0.10562403963317211,0.024444690694701232,-0.02037288095925348,0.5068053092598589,0.9811664183236465,0.18774198171625903,-0.8221442449207312,19.0,126.67,0,0.0,0
-0.544428858990089,-0.8506340218007967,-0.6836327178213166,0.2264343692219382,-0.03413211173531022,-1.4915717866091323,0.0639351856459539,-1.1645230949059273,0.6940999779192647,-0.6762080573394496,-0.06758483038694249,-0.48959282828613937,0.24526819623729854,-0.7862882807089911,-3.00042880348735,-2.4799573831853885,-2.662472875279887,-1.188470684029827,0.10562403963317211,0.1340823228767489,-0.23844830141330794,0.9843479716005485,0.9811664183236465,0.6169765693333246,-1.358114308702275,7.0,100.0,0,0.0,0
-0.6009535985119944,-0.7830002483411385,-0.7968467488899182,0.13139041821800382,-0.8250008881696456,0.19632898542935684,-0.9424483147903634,-1.064728994608121,0.698249238736068,-0.643780407430423,-0.6386998095237362,-0.48959282828613937,-0.5453315124172423,-0.35095071633234975,-1.7090440141745409,0.724991717891205,-0.2560903703853794,-0.22069616570852002,-0.6983359418675542,-0.2247317460826794,-0.41687364542117095,0.9843479716005485,0.9811664183236465,-0.670727193517872,-0.6413904342477322,36.0,225.0,0,0.0,0
-0.37485464042437255,-1.1211691156394301,-0.2631234595665102,0.9866149323505831,0.003365976802524645,0.534424396400877,-1.3953208899867062,-1.0804622987091266,0.6188995652109026,-0.6113527575213965,0.0038045420051567276,0.8148474348282645,1.8264676135463802,0.08438684804429164,-0.4176592248617318,0.724991717891205,-0.9436282289266672,0.4015020156136979,-1.5022959233682802,-0.5237434702155365,-0.5655614320943902,0.9843479716005485,0.9811664183236465,-0.24149260590080648,0.1488160155530787,14.0,127.27,1,1.0,1
-0.6009535985119944,-0.6477327014218218,-0.2954703255861105,0.6986323309583393,-0.4091129971136589,-0.02795438663756893,-1.143725014877627,-0.8731630501695049,0.9100139622189938,-0.57892510761237,-0.35314231995533935,-0.48959282828613937,-0.5453315124172423,-0.35095071633234975,-1.7090440141745409,-2.4799573831853885,0.7752164174265526,-1.0848188161825032,-1.5022959233682802,-0.7767533906356457,-0.691374174664037,0.6659861967067554,0.445143762725655,1.04621115695039,-0.6314647105641178,5.0,71.43,1,1.0,1
-0.6292159682729471,-0.24193006066387182,-0.27929689257631035,0.6497705037175647,-0.8250008881696456,0.19632898542935684,-1.093405839855811,-0.850884493969965,0.8994484683490337,-0.5464974577033436,-0.6386998095237362,-0.48959282828613937,-0.5453315124172423,-0.35095071633234975,0.8737255644510775,0.724991717891205,-0.2560903703853794,-0.22069616570852002,-1.5022959233682802,-0.6412123618391584,-0.4487353139940036,-1.244184452656003,1.517189073921638,-1.0999617811349376,-1.4029641423359434,13.0,144.44,0,0.0,0
-0.6009535985119944,-0.5124651545025052,-0.3763374906351118,0.751086101158471,-0.4091129971136589,-1.114678112758033,0.8187228109731922,-0.8909134445398702,0.751590103505888,-0.5140698077943171,-0.4959210647395378,-0.48959282828613937,0.24526819623729854,-0.7862882807089911,-1.7090440141745409,-0.8774828326470917,-0.9436282289266672,1.0331191689655832,-1.5022959233682802,-0.5237434702155365,-0.23844830141330794,0.9843479716005485,0.9811664183236465,-0.670727193517872,-1.075025450537466,15.0,187.5,1,1.0,0
-0.6292159682729471,-0.6139158146919926,-0.24695002655670967,1.2499670677358083,-0.4091129971136589,-1.114678112758033,0.7180844609295602,-0.8764912491139484,0.7922299962366789,-0.48164215788529063,-0.567310437131637,-0.1634827625075384,0.24526819623729854,-0.35095071633234975,0.8737255644510775,0.724991717891205,-0.9436282289266672,1.0331191689655832,-0.6983359418675542,-0.7293140305568754,-0.36111572541871384,0.9843479716005485,-1.1629242040683196,0.6169765693333246,0.38954996443088247,22.0,275.0,0,0.0,0
-0.6009535985119944,-0.8168171350709676,-0.47337808869391323,1.535041905780001,0.190856419491699,0.23166193912569522,-0.036703164397677755,-0.8521310702852908,0.9224627408904915,-0.4492145079762641,-0.567310437131637,0.16262730327106256,1.0358679048918393,-0.35095071633234975,-1.7090440141745409,-0.8774828326470917,-2.662472875279887,0.14315830418513747,-0.6983359418675542,-0.6204825574349898,-0.4693516877764247,0.9843479716005485,0.9811664183236465,-0.24149260590080648,-0.03998181287238455,6.0,100.0,1,1.0,1
